15.637568, 0.000000, 0.000000
30.162396, 0.000000, -0.564222
78.758533, 0.000000, -4.513776
25.329581, 0.000000, -0.281250
29.639311, 0.231776, 0.000000
-21.558858, 0.095768, -7.616997
84.456139, 0.000000, -4.513776
-0.553466, 0.000000, 0.000000
54.370301, 0.000000, -1.128444
24.199593, 0.000000, 0.000000
38.234166, 0.000000, 0.000000
-3.230135, 0.115888, -0.115942
-3.775141, 0.000000, 0.000000
26.511847, 0.000000, -1.410555
6.213470, 0.000000, 0.000000
31.233229, 0.000000, -1.334863
12.352135, 0.000000, -0.282111
33.384665, 0.191537, -0.846333
52.811247, 0.000000, 0.000000
19.364224, 0.095768, 0.000000
59.165118, 0.000000, -1.692666
-0.015050, 0.000000, -0.373038
25.274992, 0.000000, 0.000000
8.508852, 0.000000, -0.282111
7.674144, 0.000000, -3.385332
5.577726, 0.000000, 0.000000
35.648111, 0.000000, 0.319527
43.677797, 0.095768, 0.000000
4.261411, 0.000000, -1.128444
-3.151383, 0.095768, -2.821110
5.931851, 0.000000, 0.000000
-1.159853, 0.000000, -0.564222
67.380780, 0.000000, 0.738774
31.884142, 0.000000, -0.564222
2.358341, 0.000000, 0.000000
-3.307075, 0.000000, -0.564222
45.496518, 0.115888, -0.281250
-9.717326, 0.000000, -1.974777
99.081044, 0.000000, 0.000000
60.112595, 0.095768, -0.282111
165.658679, 0.000000, -0.282111
25.794334, 0.095768, 0.000000
28.045435, 0.000000, -0.206419
62.745002, 0.115888, 0.000000
3.106925, 0.000000, 0.000000
35.182398, 0.000000, -1.127583
4.906048, 0.000000, 0.000000
26.166406, 0.000000, -1.692666
61.157839, 0.000000, -3.667443
0.938436, 0.000000, -0.846333
40.994384, 0.095768, -2.256888
31.618232, 0.000000, -0.564222
3.525889, 0.000000, -1.128444
1.611979, 0.095768, -0.513995
10.790563, 0.000000, -0.231884
29.422172, 0.000000, -2.075523
40.013137, 0.000000, 0.000000
-12.455733, 0.115888, -1.691805
14.700983, 0.000000, -0.282111
-0.126164, 0.000000, 0.000000
-16.175390, 0.000000, 0.000000
9.571523, 0.000000, 0.000000
-2.406778, 0.000000, -4.795026
-7.593150, 0.000000, 0.000000
695.614691, 0.191537, -1.703381
13.894320, 0.115888, -2.357634
33.977763, 0.000000, 0.000000
2.643517, 0.000000, 0.000000
18.540076, 0.000000, 0.000000
3.338102, 0.000000, 0.000000
6.726759, 0.000000, -0.564222
107.317798, 0.115888, -0.564222
114.114759, 0.000000, 0.209756
-4.580985, 0.095768, -1.482910
4.980607, 0.095768, 0.000000
-5.442184, 0.000000, 0.000000
11.429465, 0.000000, 0.000000
35.409038, 0.000000, -1.128444
10.023861, 0.000000, 0.000000
17.544820, 0.231776, -0.244695
-6.520591, 0.000000, -1.655250
29.736248, 0.000000, -2.538999
